Title,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Filming Locations,Budget, Action, Adult, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,English,Spanish,Japanese,German,Hindi,Filipino,French,Tagalog,Thai,Tamil,Turkish,Russian,Indonesian,Italian,Mandarin,Korean,Swedish,Portuguese,Telugu,Chinese,Malayalam,Malay,Cantonese,Kannada,Danish,Norwegian,Dutch,Arabic,Romanian,Hungarian,Vietnamese,Latin,Serbian,Catalan,Ukrainian,Persian,American Sign Language,Bulgarian,Polish,Bengali
This Book Is Cursed (2017),1.0,0.9295774647887324,0.2,4.0,0.363095238095238,"Directed by Michael Butt. With Paul Buxton, Michael Cook, Cory Crowell, Norman Gale. The survivors of the incident at the old Haney Logging Camp road swore they would never go back to that woods - But Haus did anyway. Watch the terror unfold as his traumatic memories of last year's event come flooding back. And those memories are the least of their problems.",0.7496197140249468,0.8974358974358974,4.205263180027701e-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bigfoot Vs. Zombies (2016),0.8000000000000114,0.9295774647887324,0.2,2.3,0.39880952380952384,"Directed by Mark Polonia. With James Carolus, Todd Carpenter, Bob Dennis, Steve Diasparra. A scientist creates a toxic cocktail that is accidentally unleashed into the local population and a nearby police ""body farm"" - creating a small army of flesh-eating zombies - and only one creature of legend, a killer in his own right, can stop the growing hordes of the undead and save humanity.",0.40462427745664736,0.9358974358974359,0.0001782403518153001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost Mercy (2015),0.5999999999999659,0.9295774647887324,0.2,6.1,0.43452380952380953,"Directed by Tom DeNucci. With Kane Hodder, Bill Moseley, Allie Marshall, Pamela Figueiredo. Jackson and Emily aren't like the other kids. Two burgeoning sociopaths on the brink of total meltdown. Ticking time bombs seeking revenge. Who will unravel first?",0.5187100699726194,0.9358974358974359,0.00035227544045057243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From Inside (2008),0.39999999999997726,0.9295774647887324,0.2,6.2,0.43452380952380953,"Directed by John Bergin. With Corryn Cummins, Megan Gold. Based on the epic graphic novel by John Bergin, FROM INSIDE is the tale of Cee, a young pregnant woman who finds herself on a damaged train slowly transcribing its way across a bleak, apocalyptic landscape. Flood, war, starvation, and a plague of death threaten the train's passengers. Cee struggles through these dangers while coping with the memory of her lost husband and the imminent birth of ...",0.21052631578947367,0.9358974358974359,0.0005263105290858449,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Haunting of Alice D (2014),0.8000000000000114,0.9295774647887324,0.2,3.7,0.43452380952380953,"Directed by Jessica Sonneborn. With Kane Hodder, Juan Riedinger, Al Snow, Megan Hensley. In the late 1890s the Davenport House was a famous and successful brothel, until a young prostitute named Alice killed herself there. After her death, the brothel became haunted by Alice's ghost, and was eventually abandoned. More than a century later, the old structure is renovated into a beautiful mansion. It is still rumored to inhabit the ghost of Alice. Despite this, the new owner; the rich ...",0.5193185275327046,0.9358974358974359,0.0005098631605782272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Go Into the House by the Woods (2017),1.0,0.9295774647887324,0.2,5.6,0.40476190476190477,"Directed by Manny Velazquez. With Richàrd A. LaBon, Alen Rios, Samuel Torres Wagner, Alex Velazquez. A young man goes to his parents house over the weekend and is scared to death when he starts to receive phone calls from a psycho who might be inside the house.",0.7964709461515059,0.8974358974358974,0.0004934157920706095,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devil May Call (2013),0.19999999999998863,0.9295774647887324,0.5,4.4,0.4285714285714286,"Directed by Jason Cuadrado. With Corri English, Tyler Mane, Traci Lords, Van Hansis. A young, blind operator for a suicide hotline descends into a night of unrelenting terror when an obsessive caller turns out to be a serial killer.",0.2102220870094311,0.8974358974358974,0.0004769684235629917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucifer's Night (2014),0.39999999999997726,0.9154929577464789,0.44000000000000006,4.8,0.42261904761904756,"Directed by Henry W. Smith. With Becca Hirani, Seth Papworth, Faye Goodwin, Tony Manders. Seven years ago, a man convinced Lucifer was within him brutally murdered his wife and child. Now, Eric and Hayley move into the same house after years of being left unsold on the market. They think they got a good deal with the house, a bargain in fact. But what they don't know is that evil still lurks within the house and is awaiting more souls to take.",0.10952236081533312,0.8846153846153846,0.000460521055055374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Countrycide (2017),1.0,0.9295774647887324,0.38,1.0,0.41666666666666663,"Directed by Brett Kelly. With Robin Hodge, Joel Elliott, Andrew Galligan, Peter Whittaker.",0.8098570124733799,0.9358974358974359,0.0004440736865477562,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closer to God (2014),0.8000000000000114,0.9154929577464789,0.32000000000000006,4.6,0.4107142857142857,"Directed by Billy Senese. With Jeremy Childs, Shelean Newman, Shannon Hoppe, David Alford. A genetic scientist successfully clones the first human being, a baby girl named Elizabeth, but his work is soon threatened by a dark secret, a secret that threatens to destroy everything and everyone precious to him.",0.44295710374201397,0.9358974358974359,0.0004276263180401385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AfterDeath (2015),0.5999999999999659,0.9154929577464789,0.26,4.0,0.45238095238095233,"Directed by Gez Medinger, Robin Schmidt. With Miranda Raison, Sam Keeley, Elarica Johnson, Lorna Nickson Brown. Five young people wake up dead. Washed up by the tide they scramble to an abandoned beach house, soon realising that the perpetual night and blasts of pain suggest this is some version of hell. Between in-fighting and attacks by a demonic shadow creature, they recall the collapse of the nightclub that brought them here - and begin seeing hope of a second chance in the cabin's two mysterious ...",0.6915120170368116,0.9358974358974359,0.00041117894953252075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volumes of Blood (2015),0.5999999999999659,0.9295774647887324,0.2,4.6,0.5,"Directed by P.J. Starks, Jakob Bilinski, Nathan Thomas Milliner. With Roni Jonah, Kristine Renee Farley, P.J. Starks, Jim O'Rear. A new horror anthology from Verite Cinema and the creators of the Unscripted Film School. Five tales of dread from five independent horror directors.",0.8141162153939763,0.8974358974358974,0.00039473158102490305,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daughter (2015),0.5999999999999659,0.3098591549295775,0.375,4.1,0.44047619047619047,"Directed by Pang-Chun Chan. With Bo-Bo Fung, Kara Hui, Yanny Chan Wing-yan, Tak-Bun Wong. Award-winning veteran actress Kara Hui delivers a tour de force performance as a mother driven to the edge by her seemingly possessed daughter in the chilling horror suspense thriller Daughter. Psychologist Sharon's (Kara Hui) only wish is for her daughter Jenny (Super Girls member Yanny Chan) to marry well. Despite Jenny's objections, Sharon sets her up with a rich suitor but things do not go as...",0.12686340127776088,0.9358974358974359,0.0003782842125172853,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puppet Killer (2017),1.0,0.14084507042253522,0.55,5.85,0.5059523809523809,"Directed by Lisa Ovies. With Richard Harmon, Aleks Paunovic, Lisa Durupt, Johannah Newmarch. While celebrating Christmas at a cabin in the woods, a group of high school students are stalked by a psychotic killer obsessed with horror movie icons.",0.025250988743535138,0.9358974358974359,0.0003618368440096676,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karva (2016),0.8000000000000114,0.35211267605633806,0.7250000000000001,7.6,0.5714285714285714,"Directed by Navaneeth. With Thilak Shekar, Devaraj, Anisha Ambrose, R.J. Rohith. It is a two dimensional story, one trying to unveil an age old unknown mystery, and another experiencing the existence of the unknown. Do these stories meet? What happens to the fate of those involved with the unknown ?",0.923942804989352,0.41025641025641024,0.0003453894755020498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beneath (2013),0.39999999999997726,0.9295774647887324,0.9,5.5,0.45833333333333337,"Directed by Ben Ketai. With Brent Briscoe, Kurt Caceres, Eric Etebari, Jeff Fahey. A crew of coal miners becomes trapped 600 feet below ground after a disastrous collapse. As the air grows more toxic and time runs out, they slowly descend into madness and begin to turn on one another.",0.13599026467903863,0.9358974358974359,0.0003289421069944321,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devil's Pass (2013),0.19999999999998863,0.7183098591549296,0.5,5.7,0.5238095238095238,"Directed by Renny Harlin. With Holly Goss, Matt Stokoe, Luke Albright, Ryan Hawley. A group of 5 students go the location of the infamous ""dyatlov pass incident"", to make a documentary but things take a turn for the worse to reveal the secrets as to what happened there.",0.375114085792516,0.9358974358974359,0.0003124947384868144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas Slay (2015),0.5999999999999659,0.9295774647887324,0.2,3.5,0.49404761904761907,"Directed by Steve Davis. With Dani Thompson, Laura Ellen Wilson, Lydia Kay, Paul Terry. The story of 'CHRISTMAS SLAY' begins on a wintry Christmas Eve in the picturesque Kentish countryside, the horrific murder of a loving family, and the capture of a Santa Claus obsessed blood thirsty killer. A Christmas approaches the following year, a group of college girlfriends decide to get away from it all and relax and party over the Christmas holiday, they decide to escape to the idyllic ...",0.22391238211134773,0.8846153846153846,0.00029604736997919666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Red Riding Hood (2015),0.5999999999999659,0.9295774647887324,0.27999999999999997,1.6,0.4107142857142857,"Directed by Rene Perez. With Iren Levy, Nicole Stark, Robert Amstler, Alanna Forte. A Brother Grimm's Horror Version of the Classic Fairytale.",0.38363249163370855,0.8974358974358974,0.00027960000147157896,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They Returned (2015),0.5999999999999659,0.9295774647887324,0.36000000000000004,5.7,0.48809523809523814,"Directed by Iván Noel. With Valentina Sartorelli, Juan Ignacio Molina, Lauro Veron, Camila Cruz. The return of three disappeared children create violent ripples in their small town.",0.960450258594463,0.01282051282051282,0.0002631526329639612,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Raking (2017),1.0,0.9295774647887324,0.44000000000000006,3.3,0.5059523809523809,"Directed by Bryan Brewer. With Bryan Brewer, Cree Kelly, Allie Rivera, Thatcher Robinson. A group of college co-eds embark on a weekend-long camping trip as part of a Cultural Anthropology project to research an internet creepypasta urban legend.",0.152114390021296,0.9358974358974359,0.0014473631655124376,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exorcism of the 7th Demon (2017),1.0,0.9295774647887324,0.52,2.2,0.43452380952380953,"Directed by John Reign. With Jason Howell, David Johnson, Dawn Maxwell, Sarah Puhala. After a possession led to his daughter's suicide, Michael has made it his mission to save others from the same fate. Struggling with faith and purpose, he takes on Satan's army and the the demons that seek his demise.",0.4201399452388196,0.9358974358974359,0.002631573698060914,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poker Night (2014),0.39999999999997726,0.4647887323943662,0.6000000000000001,6.3,0.5476190476190477,"Directed by Greg Francis. With Beau Mirchoff, Ron Perlman, Giancarlo Esposito, Titus Welliver. When you become a detective in Warsaw Indiana - you go to Poker Night, where you play against some of the best cops in the business. They tell you stories about their time on the job - their successes and failures. When new Detective Stan Jeter leaves the game, he is caught by a vicious psychopath and locked in a basement. Using the stories he heard at Poker Night, he must match wits against his ...",0.10860967447520535,0.15384615384615385,0.0061403456463526955,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Demolisher (2015),0.5999999999999659,0.14084507042253522,0.5666666666666668,3.4,0.43452380952380953,"Directed by Gabriel Carrer. With Ry Barrett, Tianna Nori, Jessica Vano, Duncan McLellan. Bruce (Ry Barrett) is an ordinary repairman tormented by a crippling sense of responsibility for his disabled wife Samantha, an ex-policewoman (Tianna Nori), the survivor of a gang-related assault. Bruce's increasing hyper-sensitivity to the injustice suffered by his wife steer him down a dark path of vigilantism, and with his rapidly disintegrating mental health, paranoia and overwhelming sense ...",0.8226346212351688,0.15384615384615385,0.009649117594644478,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malevolent (2017),1.0,0.9295774647887324,0.5333333333333333,4.55,0.44940476190476186,"Directed by Jason Axinn. With Morena Baccarin, William Shatner, Ray Wise, Bill Moseley. In order to save her siblings, a young woman takes on her father and the powerful entity known as Gamemaster, who ensnares humans into diabolical plots while her species gambles on the outcome.",0.700943109218132,0.9358974358974359,0.013157889542936261,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intruders (2015),0.8000000000000114,0.9295774647887324,0.5,5.7,0.4642857142857143,"Directed by Adam Schindler. With Rory Culkin, Leticia Jimenez, Jack Kesy, Timothy T. McKinney. Anna suffers from agoraphobia so crippling that when a trio of criminals break into her house, she cannot bring herself to flee. But what the intruders don't realize is that agoraphobia is not her only problem.",0.8147246729540614,0.8974358974358974,0.014035082530009206,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dawning of the Dead (2017),1.0,0.9295774647887324,0.44000000000000006,5.6,0.47023809523809523,"Directed by Tony Jopia, Nika Braun, Yannis Zafeiriou. With Honey Holmes, Leo Gregory, Pixie Le Knot, Sean Cronin. While a virus that causes the dead to reanimate brings the world to its knees, the scientist responsible entrusts his cataclysmic findings to Katya Nevin, a troubled ex-war correspondent turned anchor-woman at W.W News. While she and the rest of her crew witness the collapse of society via video feeds from around the globe, a deadly special agent climbs the building floor by floor, his only goal ...",0.37572254335260113,0.9358974358974359,0.014912275517082154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It Stains the Sands Red (2016),1.0,0.9295774647887324,0.38,5.5,0.47619047619047616,"Directed by Colin Minihan. With Brittany Allen, Juan Riedinger, Merwin Mondesir, Kristopher Higgins. In the throes of a zombie apocalypse, a troubled woman from Las Vegas with a dark past finds herself stranded in the desert with a lone and ravenous zombie on her tail.",0.14694250076057194,0.8974358974358974,0.015789468504155097,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrortory (2016),0.8000000000000114,0.9295774647887324,0.32000000000000006,4.0,0.47619047619047616,"Directed by Dan Doran, Kevin Kangas, Mark Wenger. With Nadia White, Johnny Alonso, Bianca Allaine, Richard Cutting. In the vein of Creepshow and Tales From The Crypt comes this anthology horror featuring six tales set in the nightmare land called the TERRORTORY!",0.7061149984788561,0.9358974358974359,0.01666666149122804,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood (2010),0.39999999999997726,0.9295774647887324,0.26,5.2,0.4821428571428571,"Directed by Bernadette Manton. With Emmett J Scanlan, Gail Brady, Steve Gunn, Oliver McQuillan. Troubled young man Guy reaches out to his oldest friend Jonathon after the mysterious death of his younger sister Carrie, a visit to support a grieving friend soon takes a sinister twist as some very dark secrets come into light.",0.29966534834195313,0.4615384615384615,0.017543854478300987,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Kill It (2016),1.0,0.9295774647887324,0.2,5.2,0.42261904761904756,"Directed by Mike Mendez. With Dolph Lundgren, Kristina Klebe, Elissa Dowling, Michael Aaron Milligan. An ancient demon terrorizes a tiny Mississippi town.",0.26437480985701245,0.8974358974358974,0.018421047465373933,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devil in My Ride (2013),0.19999999999998863,0.9295774647887324,0.2,4.4,0.49404761904761907,"Directed by Gary Michael Schultz. With Frank Zieger, Joey Bicicchi, Erin Breen, Sid Haig. After Doreen has been possessed by the devil on her wedding night, her groom Hank, and her rebellious brother Travis, put aside their differences to travel across country from Chicago to Las Vegas, in the hopes of finding a mythical street preacher who is said to be the last exorcist in America.",0.3322178278065105,0.9358974358974359,0.00028946842257614956,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Empty Rooms (2012),0.19999999999998863,0.9154929577464789,0.2,4.4,0.47619047619047616,"Directed by Adam Lamas. With Ramlah Frediani, Charlie Koudsi, Tegan Ashton Cohan, Adam Jones. A single mother and her mute, autistic son are terrorized by supernatural entities in this haunting story of love, loss and the occult.",0.7800425920292059,0.8974358974358974,0.00025438070309323176,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Path (2012),0.0,0.5211267605633803,0.2,5.0,0.44940476190476186,"Directed by Miguel Ángel Toledo. With Ariel Castro, Raquel Escribano, Javier Montó, Joan Prades. The chess player Raúl invites his estranged wife Ana and his son Nico to travel with him during Christmas to an isolated cabin in a snowy mountain expecting to reconcile with her. On the arrival, Raúl asks the landlord someone to help to chop wood for the family and the helpful carpenter Samuel comes to the house and cut the wood. When Raúl sees his wife giving attention of Samuel, he becomes ...",0.08822634621235169,0.8076923076923077,0.00021929298361031394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Way Down in Chinatown (2014),0.39999999999997726,0.9295774647887324,0.2,6.9,0.42261904761904756,"Directed by Eric Michael Kochmer. With Stephanie Sanditz, Justin Dray, Maria Olsen, Eric Michael Kochmer. A playwright and his director wife are trying to produce a great play, while the world around them is slowly ending.",0.8898691816245816,0.8974358974358974,0.00018420526412739615,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martian Land (2015),0.5999999999999659,0.9295774647887324,0.9,2.3,0.44047619047619047,"Directed by Scott Wheeler. With Lane Townsend, Alan Pietruszewski, Jennifer Dorogi, Arianna Afsar. In the distant future, a large portion of humanity lives on Mars, in cities that resemble those once found on Earth. The cities are protected from the inhospitable Martian atmosphere by dome-like force-fields. When a massive sandstorm breaks through the dome and destroys Mars New York, those in Mars Los Angeles must figure out how to stop the storm before it wipes them out next.",0.57042896257986,0.8974358974358974,0.002769731593524903,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hell of a Night (2017),1.0,0.9295774647887324,0.8,4.449999999999999,0.4285714285714286,"Directed by Brian Childs. With Rachael Hevrin, Grace Powell, Ella Taylor, Kristin McKenzie Rice. After moving to a new town, a young college student retreats to the country for a weekend of solace when she quickly finds out that she is not alone and needs to fight for her life.",0.7727411013081837,0.8974358974358974,0.00535525792292241,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helen Keller vs. Nightwolves (2015),0.5999999999999659,0.9295774647887324,0.7000000000000001,6.6,0.375,"Directed by Ross Patterson. With Jessie Wiseman, Lin Shaye, Barry Bostwick, Alanna Ubach. In yet another masterpiece by St. James St. James, this film explores the true story that government didn't want you to know about how Helen Keller really lost her eyesight and hearing: Nightwolves.",0.4560389412838454,0.8974358974358974,0.007940784252319918,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Still (2014),0.39999999999997726,0.9295774647887324,0.6000000000000001,3.6,0.48809523809523814,"Directed by Philip Adrian Booth. With Ray Wise, Ben Browder, Carrie Lazar, Elle LaMont. Upon the death of his great grandfather, Brandon Davis a wedding photographer inherits an antique camera famous for taking Victorian death photography. After photographing his subjects they start to die from horrible, bizarre deaths.",0.7833891086096745,0.8974358974358974,0.010526310581717425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbor (2009),0.0,0.5352112676056339,0.5,4.0,0.4642857142857143,"Directed by Robert A. Masciantonio. With America Olivo, Christian Campbell, Joseph Aniska, Pete Postiglione. A mysterious new girl arrives in posh suburban neighborhood and quickly sets out to terrorize the town. As she starts breaking into homes and torturing the occupants, they begin to realize that she isn't just another girl next door.",0.05171889260724064,0.8974358974358974,0.025657889608725733,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wicker Tree (2011),0.0,0.9295774647887324,0.5,3.9,0.5,"Directed by Robin Hardy. With Brittania Nicol, Henry Garrett, Graham McTavish, Jacqueline Leonard. Charmed by the residents of Tressock, Scotland, two young missionaries accept the invitation to participate in a local festival, fully unaware of the consequences of their decision.",0.14633404320048676,0.8846153846153846,0.040789468635734044,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fight Like a Girl (2015),0.5999999999999659,0.014084507042253521,0.35000000000000003,4.2,0.4642857142857143,"Directed by Daniel Armstrong. With Elke Berry, Mick Preston, Jenna Dwyer, Josh Futcher. Budding female pro wrestling champion Charlie is faced with a wrestle-pocalypse of homicidal monsters spawned by a wrestling video game.",0.28840888348037724,0.02564102564102564,0.030986837005193876,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
