Title,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Filming Locations,Budget, Action, Adult, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,English,Spanish,Japanese,German,Hindi,Filipino,French,Tagalog,Thai,Tamil,Turkish,Russian,Indonesian,Italian,Mandarin,Korean,Swedish,Portuguese,Telugu,Chinese,Malayalam,Malay,Cantonese,Kannada,Danish,Norwegian,Dutch,Arabic,Romanian,Hungarian,Vietnamese,Latin,Serbian,Catalan,Ukrainian,Persian,American Sign Language,Bulgarian,Polish,Bengali
The Pyramid (2014),0.39999999999997726,0.9295774647887324,0.5,4.6,0.45833333333333337,"Directed by Grégory Levasseur. With Ashley Hinshaw, James Buckley, Denis O'Hare, Christa Nicola. An archaeological team attempts to unlock the secrets of a lost pyramid only to find themselves hunted by an insidious creature.",0.0955278369333739,0.9358974358974359,0.034210521232686954,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WolfCop (2014),0.5999999999999659,0.6338028169014085,0.9,5.5,0.39880952380952384,"Directed by Lowell Dean. With Leo Fafard, Amy Matysio, Sarah Lind, Corinne Conley. As a series of strange and violent events begin to occur, an alcoholic policeman realizes that he has been turned into a werewolf as part of a larger plan.",0.585336172801947,0.15384615384615385,0.032017538765004586,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill or Be Killed (2015),0.8000000000000114,0.9295774647887324,0.7000000000000001,4.4,0.5416666666666666,"Directed by Duane Graves, Justin Meeks. With Justin Meeks, Paul McCarthy-Boyington, Gregory Kelly, Deon Lucas. In the autumn of 1900, outlaw Claude Barbee puts his 'retirement plan' in action, attempting to lead his train-robbing gang across Texas to recover a cash stash hidden after a botched railroad heist.",0.5132339519318527,0.8974358974358974,0.029824556297322228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vampire (2011),0.0,0.4366197183098592,0.5,5.4,0.6428571428571428,"Directed by Shunji Iwai. With Kevin Zegers, Keisha Castle-Hughes, Amanda Plummer, Trevor Morgan. A biology teacher looks for young suicidal women online to satisfy his taste for blood. Rather than violent, his acts are quite peaceful and always consented.",0.5518710069972619,0.15384615384615385,0.02763157382963986,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anguish (2015),0.8000000000000114,0.9154929577464789,0.42500000000000004,4.5,0.47023809523809523,"Directed by Sonny Mallhi. With Ryan Simpkins, Annika Marks, Karina Logue, Cliff Chamberlain. A girl, Tess, is diagnosed with an identity disorder that may actually be channeling an evil, dead spirit inside of her.",0.8256769090355948,0.8974358974358974,0.025438591361957495,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Among the Living (2014),0.39999999999997726,0.26760563380281693,0.35000000000000003,5.4,0.4642857142857143,"Directed by Alexandre Bustillo, Julien Maury. With Anne Marivin, Théo Fernandez, Francis Renaud, Zacharie Chasseriaud. Three kids skip school in order to explore an abandoned film studio lot where they catch site of a woman being dragged across the lot by a masked man.",0.07757833891086097,0.9358974358974359,0.02324560889427513,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia X (2011),0.19999999999998863,0.8028169014084507,0.275,4.5,0.47619047619047616,"Directed by P.J. Pettiette. With Valerie Azlynn, Kevin Sorbo, Alicia Leigh Willis, Joel David Moore. Meeting a man on the Internet, Julia decides to see him in person, only to get abducted and branded with the letter ""x"" by that guy. A game of cat and mouse follows, but the story has an unexpected twist.",0.9607544873745056,0.9358974358974359,0.02105262642659277,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extraordinary Tales (2013),0.5999999999999659,0.9295774647887324,0.2,6.4,0.363095238095238,"Directed by Raul Garcia. With Christopher Lee, Bela Lugosi, Julian Sands, Guillermo del Toro. An animated anthology of 5 stories adapted from Edgar Allan Poe.",0.19835716458777,0.9358974358974359,0.018421047465373933,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonehill Road (2017),1.0,0.9295774647887324,0.2,9.8,0.47023809523809523,"Directed by Todd Sheets. With Andrew Baltes, Clinton Baysinger, Logan Boese, Aaron Brazier. Emily and Eden Stevens escape one violent situation only to dive head first into another. Terrified and alone they are stranded in the dark woods only to be chased into a horrific scene in a house or horrors. They must work together to get out alive. But what is worse? What is on the inside or out?",0.06054152722847581,0.9358974358974359,0.015789468504155097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comforting Skin (2011),0.0,0.9295774647887324,0.2,4.9,0.5773809523809523,"Directed by Derek Franson. With Victoria Bidewell, Tygh Runyan, Jane Sowerby, Philip Granger. A lonely young woman's desperate need for emotional and sexual companionship draws her into a surreal and ultimately destructive relationship with a shifting and whispering tattoo she has willed to life on her skin.",0.9695771219957408,0.9358974358974359,0.013157889542936261,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zombie Ass: The Toilet of the Dead (2011),0.0,0.4366197183098592,0.2,4.8,0.43452380952380953,"Directed by Noboru Iguchi. With Arisa Nakamura, Mayu Sugano, Asana Mamoru, Yûki. Wracked with guilt over the suicide of her bullied sister, young karate student Megumi accompanies four older friends on a trip into the woods: smart girl Aya, her druggie boyfriend Také, full-figured model Maki, and nerdy Naoi. Things start to go badly when Maki finds a parasitical worm inside a fish - and wolfs it down, in the hope that it will keep her skinny. Her stomach later feels horrible ...",0.08883480377243687,0.9358974358974359,0.010526310581717425,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Among Friends (2012),0.39999999999997726,0.5352112676056339,0.5,4.5,0.40476190476190477,"Directed by Danielle Harris. With Alyssa Lobit, Jennifer Blanc-Biehn, Kamala Jones, AJ Bowen. A group of friends get together for a murder mystery party, but things take a dark turn when one hijacks the evening and is out for blood.",0.04685123212655917,0.8974358974358974,0.007894731620498589,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Habit (2017),1.0,0.9154929577464789,0.42500000000000004,7.1,0.4642857142857143,"Directed by Simeon Halligan. With Jessica Barden, Roxanne Pallett, William Ash, Louis Emerick. Set within the neon drenched rain swept underbelly of Manchester, where the addicted prey on the lost and the lonely.",0.4490416793428658,0.8846153846153846,0.005263152659279751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amityville Exorcism (2017),1.0,0.9295774647887324,0.35000000000000003,1.5,0.38690476190476186,"Directed by Mark Polonia. With Marie DeLorenzo, Jeff Kirkendall, James Carolus, Austin Dragovich. A family must put faith in a mysterious priest when an demonic force, connected to a decades-old murders in their home, possesses their daughter.",0.631578947368421,0.9358974358974359,0.005263152659279751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31 (2017),1.0,0.9295774647887324,0.275,3.2,0.43452380952380953,"Directed by Brett DeJager, Rocky Gray, Zane Hershberger. With Barry Clifton, Jennifer Nangle, Wendy Keeling, Jordan Phipps.",0.489199878308488,0.9358974358974359,0.005263152659279751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Stranger (2014),0.5999999999999659,0.9295774647887324,0.2,4.9,0.4821428571428571,"Directed by Guillermo Amoedo. With Cristobal Tapia Montt, Lorenza Izzo, Luis Gnecco, Ariel Levy. A mysterious man arrives in a small American town seeking his wife, though his presence plunges the community into a bloodbath.",0.21539397627015514,0.1794871794871795,0.005263152659279751,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Summer (2015),0.5999999999999659,0.9295774647887324,0.2,4.2,0.4107142857142857,"Directed by Paul Solet. With Keir Gilchrist, Stella Maeve, Maestro Harrell, Gracie Gillam. A 17-year-old is on house arrest for the summer while his mother is away on business. A horrifying incident occurs leaving an ominous presence in the house.",0.540614542135686,0.9358974358974359,0.005263152659279751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Rising: Endgame (2016),0.8000000000000114,0.9295774647887324,0.2,4.8,0.5,"Directed by Pat Williams. With Jesse Metcalfe, Marie Avgeropoulos, Ian Tracey, Keegan Connor Tracy. In a zombie-infested quarantined zone of East Mission City, investigative reporter Chase Carter must stop a secret government conspiracy.",0.44721630666261025,0.15384615384615385,0.005263152659279751,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Exorcism of Anna Ecklund (2016),0.8000000000000114,0.9154929577464789,0.2,2.7,0.375,"Directed by Andrew Jones. With Lee Bane, Tiffany Ceri, Jeff Raggett, Judith Haley. A Priest and a Vatican investigator take a possessed housewife to a convent to perform an Exorcism.",0.5825981137815637,0.9358974358974359,0.005263152659279751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Sweet Home (2013),0.19999999999998863,0.9295774647887324,0.5,4.7,0.40476190476190477,"Directed by David Morlet. With Meghan Heffern, Adam MacDonald, Shaun Benson, Marty Adams. A young married couple comes home from a date night to discover that they are imprisoned in their own house with a methodical killer inside.",0.662914511712808,0.9358974358974359,0.005263152659279751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stage Fright (2014),0.39999999999997726,0.9295774647887324,0.5,5.2,0.45833333333333337,"Directed by Jerome Sable. With Minnie Driver, Meat Loaf, Allie MacDonald, Douglas Smith. A snobby musical theater camp is terrorized by a blood-thirsty killer who hates musical theater.",0.6909035594767264,0.15384615384615385,0.005263152659279751,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster Brawl (2011),0.0,0.9295774647887324,0.2,3.6,0.45833333333333337,"Directed by Jesse Thomas Cook. With Dave Foley, Art Hindle, Robert Maillet, Jimmy Hart. Eight classic monsters fight to the death in an explosive wrestling tournament set inside an abandoned and cursed graveyard.",0.23942804989351993,0.15384615384615385,0.005263152659279751,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Unraveling (2015),0.5999999999999659,0.9295774647887324,0.35000000000000003,6.5,0.43452380952380953,"Directed by Thomas Jakobsen. With Zack Gold, Jason Tobias, Bennett Viso, Bob Turton. Michael's heroin addiction is beginning to test his limits, but when he is kidnapped and taken into the woods, he soon discovers just how far those limits will go.",0.9942196531791907,0.9358974358974359,0.005263152659279751,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fear Clinic (2014),0.5999999999999659,0.9295774647887324,0.5,5.2,0.49404761904761907,"Directed by Robert Hall. With Robert Englund, Fiona Dourif, Felisha Terrell, Cleopatra Coleman. A doctor works to cure patients suffering from crippling phobias by placing them inside his invention, which induces and controls hallucinations.",0.8037724368725281,0.8974358974358974,0.005263152659279751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dude Bro Party Massacre III (2015),0.5999999999999659,0.9295774647887324,0.5,6.3,0.47023809523809523,"Directed by Tomm Jacobsen, Michael Rousselet, Jon Salmon. With Alec Owen, Ben Gigli, Olivia Taylor Dudley, Erik Sandoval. In the wake of two back-to-back mass murders on Chico's frat row, loner Brent Chirino must infiltrate the ranks of a popular fraternity to investigate his twin brother's murder at the hands of the serial killer known as ""Motherface.""",0.024946759963492545,0.8974358974358974,0.0021052579058171467,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aftershock (2012),0.39999999999997726,0.15492957746478875,0.5,4.8,0.45833333333333337,"Directed by Nicolás López. With Eli Roth, Ariel Levy, Nicolás Martínez, Andrea Osvárt. In Chile, a group of travelers who are in an underground nightclub when a massive earthquake hits quickly learn that reaching the surface is just the beginning of their nightmare.",0.2853665956799513,0.1794871794871795,0.010526310581717425,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Forest of the Lost Souls (2017),1.0,0.6619718309859155,0.35000000000000003,6.9,0.35119047619047616,"Directed by José Pedro Lopes. With Daniela Love, Jorge Mota, Mafalda Banquart, Lígia Roque. «The Forest of the Lost Souls» is a dense and remote forest, Portugal's most popular place for suicide. In a summer morning, two strangers meet within the woods.",0.22847581381198662,0.717948717948718,0.009941953853495665,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felt (2014),0.39999999999997726,0.9295774647887324,0.2,4.7,0.40476190476190477,"Directed by Jason Banker. With Amy Everson, Kentucker Audley, Ryan Creighton, Elisabeth Ferrara. A woman creates an alter ego in hopes of overcoming the trauma inflicted by men in her life.",0.053544265287496194,0.9358974358974359,0.009357597125273905,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am a Hero (2015),0.8000000000000114,0.4366197183098592,0.2,6.9,0.6785714285714286,"Directed by Shinsuke Sato. With Masami Nagasawa, Kasumi Arimura, Miho Suzuki, Yô Ôizumi. One day, after returning from work late in the evening, Hideo witnesses a traffic accident in which a car crashes into a nearby pedestrian, killing the victim instantly. However, despite severe injuries including a broken neck, the victim's body stands up and walks away. Hideo questions whether this is another one of his hallucinations, but strange events begin happening around him.",0.6467903863705506,0.9358974358974359,0.008773240397052143,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go Goa Gone (2013),0.19999999999998863,0.35211267605633806,0.2,6.7,0.5714285714285714,"Directed by Krishna D.K., Raj Nidimoru. With Saif Ali Khan, Kunal Khemu, Vir Das, Anand Tiwari. A group of friends, just looking to have a good time in a rave party on a remote island in Goa, find out that the island is infested with Zombies.",0.8278065104958929,0.9358974358974359,0.008188883668830383,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Besetment (2017),1.0,0.9295774647887324,0.2,3.3,0.38095238095238093,"Directed by Brad Douglas. With John T. Woods, Abby Wathen, Lindsae Klein, Marlyn Mason. After struggling to find employment, Amanda takes a hotel position in a small town where she ends up fighting for her life.",0.48068147246729537,0.8974358974358974,0.007604526940608621,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Maus (2017),1.0,0.9295774647887324,0.2,6.1,0.41666666666666663,"Directed by Yayo Herrero. With August Wittgenstein, Alma Terzic, Ella Jazz, Sanin Milavic. Alex and Selma are a couple in love on a trip to the heart of Bosnia and Herzegovina. Suddenly, Selma feels somebody chasing them. She clings to her Muslim amulet, ""hamajlija"", causing the mysterious force to emerge from the forest.",0.10191664131426832,0.8076923076923077,0.00702017021238686,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Night of Horror Volume 1 (2015),0.5999999999999659,0.014084507042253521,0.2,4.5,0.45238095238095233,"Directed by Bossi Baker, Nicholas Colla, Daniel Daperis. With Bianca Bradey, Tegan Higginbotham, Emily Wheaton, Jessica Gower. Ten filmmakers. One night of horror.",0.11560693641618497,0.9358974358974359,0.0064358134841651,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grave Encounters 2 (2012),0.0,0.9295774647887324,0.2,5.1,0.49404761904761907,"Directed by John Poliquin. With Richard Harmon, Shawn C. Phillips, Jennica Fulton, Jeffrey Bowyer-Chapman. A film student who is obsessed with the movie Grave Encounters sets out with his friends to visit the psychiatric hospital depicted in the original film.",0.8652266504411317,0.15384615384615385,0.00585145675594334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spook Bridge (2017),1.0,0.9295774647887324,0.55,3.7,0.46726190476190477,"Directed by Doug Sebastian. With John Youmans, Michelle M. Tucker, Chandler Lane, Megan Pitts. ""SPOOK BRIDGE"" is a horror film that follows a Reporter, Clyde Adams, a man in search of the cause of the recent mysterious deaths of teenagers on Spook Bridge. See RKDSmedia.com / SpookBridge.com for more info.",0.4812899300273806,0.3333333333333333,0.005267100027721579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crawlspace (2012),0.0,0.9154929577464789,0.9,4.8,0.44047619047619047,"Directed by Justin Dix. With Nicholas Bell, Ngaire Dawn Fair, John Brumpton, Fletcher Humphrys. A special forces unit sent, to infiltrate Pine Gap Australia's top secret underground military compound, come under attack from unknown forces.",0.05019774870702768,0.02564102564102564,0.004682743299499819,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Redwood Massacre (2014),0.39999999999997726,0.9295774647887324,0.7000000000000001,3.8,0.41666666666666663,"Directed by David Ryan Keith. With Mark Wood, Lisa Cameron, Lisa Livingstone, Rebecca Wilkie. What begins as a exciting camping trip to the legendary Redwood murder site, takes a terrifying turn when the innocent campers discover the legend is about to become a nasty and bloody reality.",0.639793124429571,0.8846153846153846,0.004098386571278058,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amber Alert (2012),0.0,0.9295774647887324,0.5,4.6,0.40476190476190477,"Directed by Kerry Bellessa. With Summer Bellessa, Chris Hill, Jasen Wade, Caleb Thompson. When a group of friends decides to follow a car they've seen posted on an Amber Alert, things start to go very wrong.",0.9002129601460298,0.9358974358974359,0.0035140298430562963,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darkness Rising (2017),1.0,0.9295774647887324,0.9,3.3,0.4107142857142857,"Directed by Austin Reading. With Tara Holt, Christian Ganiere, Bryce Johnson, Katrina Law. A woman and her friends break into her abandoned childhood home, where her mother went mad and nearly murdered as a child.",0.9120778825676908,0.8974358974358974,0.0029296731148345362,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
